0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0.1429932,0.0,0.08203338,0.0,0.0,0.0,0.0,0.0,0.099389,0.007080254,0.0,0.0,0.16941653,0.0,0.0,0.0,0.071149655,0.0,0.0,0.013533778,0.0,0.16443421,0.0,0.0,0.0,0.029126298,0.0,0.0,0.0,0.0,0.014813793,0.0,0.0,0.056849483,0.0,0.024553416,0.18417928,0.0,0.0,0.0,0.0,0.0,0.002148948,0.0,0.0,0.0,0.0,0.055506058,0.028987352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079249226,0.0,0.10139772,0.08746179,0.0,0.0,0.0,0.0,0.0,0.0,0.071189515,0.17041829,0.0,0.0,0.0,0.0,0.0,0.078099385,0.0,0.098498635,0.0,0.0,0.0,0.0054561007,0.055315923,0.10346111,0.0,0.0,0.0,0.07092654,0.017797997,0.0,0.0,0.1079166,0.12946907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020080343,0.031296134,0.0,0.0,0.0,0.0,0.04113332,0.0,0.03374685,0.0,0.0,0.0,0.0,0.014709194,0.0,0.0,0.0,0.00021984307,0.0,0.09198703,0.0,0.016309354,0.0,0.0,0.063926384,0.0,0.0,0.10489194,0.042705175,0.0,0.0046641347,0.02236202,0.03410519,0.13402654,0.0,0.0,0.124488555,0.0,0.0,0.35841316,0.0,0.0,0.05365213,0.09187336,0.0,0.10955495,0.0,0.08566869,0.070212804,0.0,0.0,0.04852114,0.1533997,0.0,0.0,0.0,0.006648706,0.2798618,0.0,0.0864102,0.0,0.0,0.15971914,0.009581968,0.0,0.1464572,0.0,0.0,0.0,0.058716785,0.0,0.0,0.17972372,0.11980008,0.10185152,0.0,0.0,0.028755637,0.0,0.0,0.0,0.051960226,0.0,0.0,0.08456557,0.0,0.0,0.0,0.058672022,0.0,0.12055289,0.0,0.0,0.007612714,0.057122376,0.01899702,0.0,0.24655007,0.0,0.0,0.0,0.0,0.0,0.12795685,0.13114864,0.067381874,0.0,0.0,0.1372138,0.027471175,0.0,0.0,0.10818597,0.0,0.06892672,0.038558874,0.0,0.020814136,0.0,0.0,0.0,0.0,0.05208046,0.108710274,0.0,0.0,0.0,0.04505942,0.0,0.0,0.0,0.0,0.0,0.0,0.06262916,0.007653095,0.12772782,0.038620632,0.0,0.0097154975,0.10732341,0.10964229,0.05125981,0.12635086,0.11699012,0.0,0.14650074,0.0,0.059586536,0.00035166176,0.0,0.022545762,0.0
0.082408495,0.0,0.090485424,0.0,0.0,0.0,0.03720382,0.13076003,0.065384656,0.0,0.0,0.08974827,0.061583534,0.0,0.0,0.0,0.15926775,0.0,0.0,0.0,0.0,0.19498764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031774238,0.0,0.0,0.035934072,0.0,0.089005366,0.06322768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019736536,0.07454069,0.0,0.0,0.0,0.0,0.0,0.0,0.07371583,0.0,0.0,0.15583314,0.2094467,0.0,0.0,0.0,0.0,0.06361303,0.00329882,0.0,0.10938468,0.0,0.0,0.0,0.06104713,0.19420874,0.0,0.05011652,0.0,0.0,0.042046126,0.07984696,0.0,0.0,0.11142733,0.11864956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024946934,0.0020822515,0.062249202,0.0,0.0,0.0,0.21909001,0.0,0.09238608,0.0,0.0,0.039156467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12228305,0.0,0.12851506,0.0,0.0,0.16058274,0.0,0.0,0.0039794813,0.028071957,0.066951655,0.00844558,0.024770701,0.0,0.11462416,0.0,0.030462679,0.11433121,0.0,0.0,0.2869841,0.020081365,0.0,0.1072438,0.14075972,0.0,0.24164976,0.12891933,0.11833987,0.051281713,0.0,0.008352868,0.0,0.14538862,0.0,0.0,0.10776871,0.0,0.1678755,0.0,0.0,0.004046807,0.0,0.17560677,0.0587955,0.04256375,0.11770624,0.09337944,0.0,0.0,0.0,0.0,0.0,0.04344396,0.0,0.0,0.0,0.0,0.017962173,0.0,0.0,0.0,0.0,0.0,0.0,0.17470048,0.0,0.026094498,0.0,0.012160253,0.0,0.10582187,0.0,0.0,0.033848356,0.027543418,0.1102196,0.0,0.13145949,0.0036345297,0.0,0.0,0.0,0.0,0.08891696,0.22527961,0.0,0.0,0.0,0.00820616,0.06633534,0.05021187,0.0,0.099579245,0.0,0.053934403,0.0,0.0,0.02571085,0.0,0.0,0.0,0.015288746,0.097953185,0.034090362,0.0,0.0,0.0,0.025009157,0.0,0.0,0.0,0.0,0.0,0.0,0.09641196,0.0,0.04960122,0.07481942,0.029699018,0.0027938997,0.03558989,0.011482804,0.0,0.13873108,0.0,0.022232631,0.09420417,0.0,0.034232114,0.06338021,0.0,0.0,0.0
0.10434511,0.032459248,0.010896989,0.0,0.0,0.0013381783,0.0,0.0,0.05799092,0.0,0.0,0.03919812,0.05328403,0.0,0.0,0.0,0.12889303,0.0,0.0,0.0566636,0.0,0.0,0.0,0.0,0.0,0.038078297,0.0,0.048964474,0.0,0.0,0.0,0.009488302,0.0,0.011813271,0.09824275,0.033768833,0.14706074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06096002,0.019999057,0.060728397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08343322,0.0,0.0,0.0,0.0,0.018419247,0.0,0.0,0.20840833,0.22350165,0.0,0.00031934457,0.0,0.0,0.0,0.05299664,0.0,0.06077846,0.0,0.0,0.0,0.11937266,0.011641343,0.07233737,0.0055022337,0.0,0.0,0.09519997,0.058968402,0.012017026,0.0,0.045942914,0.13909766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007491289,0.0,0.017837783,0.0,0.0,0.0,0.0,0.0,0.014146826,0.0,0.0,0.06356172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10583393,0.0,0.0,0.0807833,0.030840613,0.019435158,0.0,0.0,0.030905208,0.046309974,0.0,0.0,0.0,0.0,0.18528058,0.0,0.0,0.029228669,0.0,0.0,0.34021232,0.061808515,0.0,0.02282453,0.09737564,0.0,0.12528436,0.0,0.099745475,0.0,0.0,0.0124846725,0.016024994,0.19963257,0.0,0.0,0.0,2.9782655e-05,0.27253968,0.0,0.10898508,0.0,0.0,0.16458856,0.018388871,0.0,0.0,0.0,0.013519005,0.0,0.0,0.0,0.0,0.1630561,0.053521045,0.06150322,0.0,0.0,0.0,0.0,0.0,0.0,0.04053074,0.0,0.0,0.11076164,0.0,0.0,0.0001965395,0.0,0.0,0.18152946,0.0,0.0,0.06626307,0.076903835,0.033467628,0.058686674,0.22432461,0.0,0.0,0.0,0.0,0.0,0.15270853,0.18674137,0.09333403,0.0,0.0,0.1211025,0.11295101,0.023354815,0.0,0.043820582,0.0,0.071343616,0.089334264,0.0,0.0,0.0,0.0,0.0,0.0,0.08401589,0.061560612,0.05409928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14933859,0.04704316,0.0026565478,0.0,0.0,0.0,0.07438514,0.041494403,0.14355901,0.19480333,0.033698447,0.0037015397,0.05887518,0.0,0.14148338,0.0,0.0,0.0,0.0
0.123840906,0.06909995,0.0,0.0,0.0,0.0,0.0,0.0,0.075866744,0.0,0.0,0.052905153,0.057225257,0.0,0.0,0.0,0.08687612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528539,0.0,0.0,0.0,0.0,0.0,0.039213926,0.0,0.094246574,0.12044605,0.0,0.0,0.0,0.0,0.0,0.027361944,0.0,0.0,0.0,0.0,0.0,0.04958733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025842717,0.0,0.038085103,0.0,0.0,0.0,0.0,0.114561364,0.0,0.0,0.12327459,0.17737448,0.0,0.0,0.0,0.0,0.045829065,0.04452654,0.0,0.08740016,0.0,0.0,0.0,0.105564274,0.036270212,0.0,0.0,0.0,0.0,0.0,0.0063685416,0.011118292,0.0,0.12072822,0.016363392,0.0,0.022819454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037391376,0.04980674,0.0,0.0,0.0,0.10572473,0.0,0.06810113,0.0,0.052460566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14415282,0.0,0.0,0.0,0.11447823,0.037972167,0.0,0.0,0.0,0.050080944,0.0,0.0,0.0,0.0,0.16756381,0.0,0.037675582,0.03395505,0.0,0.0,0.37018773,0.0026326291,0.0,0.067707606,0.15794231,0.0,0.22991435,0.0,0.17440973,0.09440401,0.0,0.0,0.08413779,0.1821253,0.0,0.0,0.0,0.020436577,0.19585556,0.0,0.0,0.0,0.0,0.13378659,0.0,0.0,0.104780905,0.0,0.0,0.0,0.0,0.0,0.0,0.12214332,0.08637869,0.023718154,0.120394856,0.0,0.0,0.0,0.0,0.0,0.0076628686,0.0,0.0,0.1557639,0.0,0.0,0.0,0.0,0.0,0.120023906,0.0,0.0,0.03304671,0.13961865,0.0048801145,0.0,0.179562,0.0,0.0,0.0,0.0,0.0,0.20134467,0.27985388,0.104598165,0.0,0.0,0.021925682,0.010138587,0.007908038,0.0,0.06066538,0.0,0.01723368,0.022688434,0.0,3.9979186e-05,0.0,0.0,0.0,0.0,0.07405985,0.030047186,0.010203634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06170137,0.15315096,0.048294406,0.026390184,0.0,0.0,0.0,0.07573073,0.1210149,0.0022796206,0.19833082,0.0,0.0,0.053013913,0.0,0.08428379,0.0,0.0,0.0,0.0
0.19879462,0.0,0.08644549,0.0,0.0,0.0,0.0,0.0,0.06852907,0.089002386,0.0,0.002756283,0.14820759,0.086059235,0.0,0.0,0.15495922,0.0,0.0,0.084588036,0.0,0.14191438,0.0,0.0,0.0,0.04429459,0.07015438,0.0,0.0,0.0,0.04594152,0.0,0.0,0.048920885,0.06604064,0.0,0.04924087,0.0,0.0,0.034079548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048301816,0.054291576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05862307,0.0,0.16797183,0.0,0.0,0.052041758,0.0,0.0,0.0,0.0,0.065992236,0.15855002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10328197,0.0,0.05261907,0.0,0.024780568,0.0,0.032083422,0.0,0.0,0.0,0.10306118,0.09260696,0.0,0.0,0.11193255,0.1635024,0.0,0.0,0.0,0.0034658418,0.0,0.040869463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03693611,0.0,0.0,0.0,0.0,0.018335287,0.0,0.053085532,0.0,0.0,0.036006846,0.0,0.0,0.0,0.03423678,0.0,0.0,0.0,0.11380817,0.0,0.07497918,0.0,0.07816249,0.08384871,0.0,0.0,0.11246995,0.0,0.0,0.020916238,0.0,0.0,0.10378677,0.0,0.0,0.1596523,0.0,0.0,0.23018967,0.03922038,0.0,0.0723991,0.0,0.0,0.0,0.0,0.09778463,0.008048651,0.0,0.093629085,0.012977333,0.12674126,0.0,0.0,0.0,0.0,0.34025306,0.0,0.09916355,0.008149335,0.0,0.13611811,0.0,0.0,0.129883,0.03806033,0.0,0.0,0.0,0.0,0.0,0.07868096,0.049498636,0.08062823,0.0,0.0,0.0,0.0,0.0,0.0,0.11054172,0.0,0.0,0.17016388,0.0,0.0,0.0,0.05793868,0.0,0.06546961,0.0,0.0,0.03880534,0.021116417,0.0,0.010253347,0.07170475,0.039381575,0.0,0.0,0.0,0.0,0.16263314,0.0352146,0.0,0.0,0.0,0.05481379,0.07716795,0.0,0.0,0.19466834,0.0,0.15913205,0.07378558,0.0,0.0,0.0,0.0,0.0,0.0025033199,0.03722157,0.19559038,0.04550489,0.0,0.0,0.08967454,0.0,0.0,0.0,0.0,0.0,0.0,0.06007533,0.008674962,0.044122208,0.017839557,0.0,0.0,0.13846491,0.14591303,0.11816645,0.21213445,0.03620995,0.0,0.041684277,0.0,0.07180481,0.062396776,0.0,0.07615253,0.0
0.18033905,0.0,0.07342361,0.0,0.0,0.0,0.0,0.0,0.05071423,0.003799049,0.0,0.0,0.12459178,0.021125168,0.0,0.0,0.13291697,0.0,0.0,0.051423416,0.0,0.1459681,0.0,0.0,0.0,0.0,0.0,0.014955747,0.0,0.0,0.0,0.0,0.0,0.029055292,0.0,0.053723812,0.13553795,0.0,0.011983838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053521205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036908533,0.0,0.08913042,0.0,0.0,0.0,0.0034837723,0.08212076,0.016715063,0.0,0.10007738,0.27923724,0.0,0.0020161176,0.0,0.0,0.0,0.015923623,0.0,0.11049754,0.0,0.015450273,0.0,0.049312916,0.070367895,0.06487747,0.0,0.0,0.0,0.08105435,0.050209437,0.0,0.0,0.13202281,0.06659222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010611524,0.07543471,0.0,0.0,0.0,0.0,0.114147216,0.0,0.058946308,0.0,0.0,0.026370918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040604535,0.0,0.0,0.0,0.0,0.031675007,0.0,0.0,0.06711167,0.0110424915,0.04466112,0.010266495,0.005054114,0.0,0.11412707,0.0,0.112121604,0.107369445,0.0,0.0,0.33622923,0.0,0.0,0.08665728,0.08819488,0.0,0.16273442,0.0375182,0.09455657,0.038181502,0.0,0.0,0.045570817,0.141006,0.0,0.0,0.0,0.0,0.29344505,0.0,0.0700092,0.0,0.0,0.16270532,0.0,0.0,0.061272204,0.0,0.0,0.0,0.021751862,0.0,0.0,0.107259944,0.043704007,0.0,0.0,0.0,0.09516855,0.0,0.0,0.0,0.0,0.0,0.0,0.20405723,0.0,0.0,0.016888807,0.011072641,0.0,0.06846145,0.0,0.0,0.06813397,0.055024877,0.013433123,0.0,0.20504966,0.0,0.0,0.0,0.0,0.0,0.14494179,0.1827197,0.083346866,0.0,0.0,0.12241154,0.032459393,0.025271157,0.0,0.12709615,0.0,0.11749102,0.0,0.0,0.028394358,0.0,0.0,0.0,0.0,0.1445049,0.06549874,0.0,0.0,0.0,0.040982377,0.0,0.0,0.0,0.0,0.0,0.0,0.12792341,0.0,0.03194675,0.018789062,0.0,0.0074065947,0.12631282,0.098289765,0.05489004,0.14606987,0.056458797,0.0,0.07663327,0.0,0.07492537,0.0,0.0,0.0,0.0
0.18963227,0.001953573,0.004628884,0.0,0.0,0.0,0.0,0.0,0.14010282,0.019061584,0.0,0.026260326,0.12431743,0.0,0.04776316,0.0,0.1567207,0.0,0.0,0.008711341,0.0,0.0713496,0.0,0.0,0.0,0.06157898,0.0,0.062018357,0.0,0.0,0.03459742,0.010166336,0.0,0.0,0.0,0.06223927,0.09496084,0.0,0.057674337,0.0,0.0,0.0,0.01839568,0.0,0.0,0.0,0.0,0.027927702,0.07637649,0.0,0.0,0.0,0.0,0.0,0.0,0.047247496,0.04138591,0.0,0.058034096,0.0084206145,0.0,0.0,0.0,0.00860442,0.0,0.0,0.20834522,0.14008604,0.0,0.029984843,0.0,0.0,0.0,0.0,0.0,0.03953855,0.0,0.07431855,0.008258336,0.13572377,0.06418722,0.011034021,0.015399619,0.0,0.0,0.051100466,0.032215513,0.01548423,0.0,0.11588106,0.18402523,0.0,0.0,0.0,0.0,0.0,0.026155341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131684905,0.057799023,0.0,0.08806325,0.0,0.160985,0.008287215,0.0,0.0,0.0,0.0,0.0,0.011322046,0.009000252,0.11912582,0.0,0.033999514,0.0022605255,0.1650238,0.094336025,0.010110318,0.0,0.08835218,0.056320433,0.0,0.0,0.0,0.018010857,0.071420364,0.0,0.0,0.005674988,0.0,0.0,0.24615999,0.009227599,0.0,0.07341616,0.094371945,0.0,0.2041412,0.031947706,0.15007213,0.11819948,0.0,0.054366037,0.041019425,0.23940597,0.0,0.0,0.033390105,0.02394309,0.2284579,0.0,0.06465718,0.053286318,0.0,0.21130468,0.0030564135,0.0,0.13252534,0.007317477,0.065234974,0.0,0.0,0.0,0.0,0.106561616,0.032146588,0.16093728,0.049426712,0.0,0.03732927,0.0,0.0,0.0,0.07500228,0.0,0.0,0.0920766,0.0,0.0,0.0,0.0151618505,0.0,0.21647006,0.0,0.0,0.08087309,0.019771168,0.056863684,0.0,0.0673304,0.0,0.0,0.0,0.0,0.0,0.0029306554,0.15153782,0.010074198,0.0,0.0,0.108850665,0.03799047,0.0026598026,0.0,0.09781071,0.0,0.0086428225,0.005775738,0.0,0.0,0.0,0.0,0.0,0.100444056,0.04477106,0.13599373,0.08299406,0.0,0.0,0.053207997,0.0,0.0,0.0,0.0,0.007334998,0.0,0.08099994,0.0063933306,0.026460862,0.03557571,0.0,0.0,0.0,0.031352658,0.0,0.14002426,0.0,0.042066313,0.023896603,0.0,0.14334741,0.041399173,0.0,0.056839775,0.0
0.16433196,0.026320077,0.0,0.0,0.0,0.0,0.0,0.0,0.15677993,0.033678554,0.020576373,0.051779598,0.09657695,0.0,0.017801017,0.0,0.052991744,0.0,0.0,0.083106615,0.0,0.25948203,0.0,0.0,0.0,0.066606544,0.0,0.061847195,0.0,0.0,0.0069831917,0.0,0.0,0.0,0.0,0.051129118,0.0,0.0,0.041853905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062298786,0.096008986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0364905,0.0,0.0,0.0,0.0,0.08727366,0.0,0.0,0.18727927,0.29319435,0.0,0.017077008,0.0,0.0,0.0,0.0,0.0,0.12487538,0.0,0.021863768,0.0,0.0021303904,0.0,0.0,0.0,0.0,0.0,0.020734327,0.013333281,0.034711327,0.0,0.19692376,0.0,0.0,0.1169543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010076838,0.0,0.0,0.03428754,0.0,0.0,0.0,0.16942658,0.0,0.059136305,0.0,0.04465241,0.036134664,0.0,0.048067585,0.0,0.0,0.0,0.015550101,0.03165461,0.091675185,0.0,0.042195696,0.0,0.0,0.12831126,0.0038800172,0.0,0.0,0.0,0.0766329,0.0646672,0.0,0.102129854,0.0,0.0,0.005201709,0.08297685,0.0,0.0,0.20924957,0.0,0.0,0.058298465,0.13441704,0.0,0.19773367,0.089539394,0.17410879,0.106193,0.0,0.038765624,0.07997519,0.15451112,0.0,0.0,0.0,0.08368565,0.2918618,0.0,0.0031953272,0.07720638,0.0,0.12510303,0.0,0.0,0.06999981,0.0,0.0,0.0,0.0,0.0,0.0,0.08123021,0.005942928,0.082291104,0.15919536,0.0,0.0,0.0,0.0,0.02335817,0.027186835,0.0,0.0,0.08888854,0.0,0.0,0.019589815,0.07915803,0.0,0.03187458,0.0,0.0,0.015135446,0.0,0.0,0.05867686,0.080019236,0.0,0.0,0.0,0.0,0.0012991546,0.10031017,0.13271031,0.0,0.0,0.0,0.0,0.023969963,0.0,0.0,0.122733414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069938816,0.03682485,0.12345843,0.0,0.0,0.0,0.034149297,0.0,0.0,0.0,0.0,0.0,0.056135073,0.052927904,0.09721766,0.05373548,0.0,0.0,0.0,0.0,0.049152914,0.08316492,0.17624173,0.0,0.0,0.0,0.0,0.19857158,0.0,0.0,0.04244632,0.0
0.20730704,0.0,0.026766352,0.0,0.0,0.0,0.0,0.08353391,0.078628875,0.06377423,0.0,0.13335755,0.16675237,0.0,0.024411889,0.0,0.104392126,0.0,0.0,0.020955482,0.0,0.23250932,0.0,0.0,0.0,0.052969433,0.051398225,0.061007563,0.0,0.0,0.14130673,0.0,0.0,0.0,0.0,0.01318725,0.06259298,0.0,0.0,0.0,0.0,0.0,0.015062502,0.0,0.0,0.0,0.000537229,0.049025234,0.023290932,0.026758809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14880404,0.0,0.0,0.0,0.09051088,0.0089400485,0.11962277,0.0,0.0725194,0.21274215,0.0,0.0,0.0,0.0,0.0,0.028113501,0.0,0.00065364875,0.0,0.017974976,0.043848377,0.0,0.0,0.0,0.0068131476,0.18124144,0.0,0.014111696,0.0,0.0,0.0,0.2332942,0.08972312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066270195,0.0,0.0,0.0,0.012980116,0.022542438,0.0,0.0,0.0,0.020444354,0.0,0.055380207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05554088,0.0075330245,0.0842222,0.02090825,0.07269977,0.0,0.0,0.10848761,0.038616836,0.0,0.16009189,0.0,0.0,0.03957985,0.0940581,0.0,0.006410889,0.0,0.0,0.10169726,0.0,0.0,0.11667088,0.0,0.0,0.0,0.0022478946,0.0,0.100846656,0.0,0.08775374,0.17089008,0.0,0.061999716,0.09606152,0.1405631,0.0,0.0,0.059365924,0.04952534,0.2696985,0.0,0.025022145,0.0,0.0007415173,0.20331575,0.0,0.0,0.21815911,0.0,0.0,0.0,0.0,0.0,0.0,0.01215655,0.14566262,0.0,0.0,0.0,0.0014341437,0.0,0.0,0.047532726,0.18353875,0.0,0.0,0.008656934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037914507,0.07604585,0.08928318,0.04296202,0.007098162,0.0,0.0,0.008875661,0.0,0.0,0.0,0.094785176,0.090135664,0.0,0.0,0.0,0.04143142,0.0,0.0,0.0,0.13753961,0.0,0.043076154,0.13520148,0.0,0.016886776,0.03349324,0.0,0.0,0.054637603,0.15582183,0.15387817,0.027249476,0.0,0.0,0.015019736,0.0,0.022491792,0.0,0.0,0.0,0.0,0.071922876,0.095846415,0.069508426,0.0,0.0,0.044760127,0.12721032,0.0308631,0.0,0.08680515,0.0,0.0,0.014109844,0.0,0.09829008,0.0911619,0.0,0.015651308,0.0
0.16564764,0.0,0.057647694,0.0,0.0,0.0,0.024366502,0.014011787,0.067565724,0.054205995,0.007836481,0.0,0.13286519,0.0,0.0,0.0,0.062484443,0.0,0.0,0.0,0.0,0.17429529,0.0,0.0,0.0,0.038475875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09393531,0.16067035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06457755,0.021877248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08317722,0.0,0.026431909,0.11605218,0.0,0.0,0.019428924,0.040685933,0.0,0.0,0.14289835,0.27798882,0.0,0.0,0.0,0.0,0.0,0.0037596463,0.0,0.072457895,0.0,0.033056974,0.0,0.0721602,0.116051964,0.0,0.0,0.0,0.0,0.080462165,0.028431747,0.046024855,0.0,0.082750395,0.030563157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052236743,6.6104076e-05,0.014561639,0.0,0.0,0.05735148,0.0,0.05781385,0.0,0.11951679,0.076814584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106357664,0.0,0.0,0.04624318,0.089450024,0.06753098,0.0,0.0,0.095012516,0.0,0.0022969886,0.026316324,0.0,0.082898036,0.07074084,0.0,0.0,0.09198894,0.0,0.0,0.30950075,0.0,0.0,0.079292744,0.06284169,0.0,0.015042225,0.0,0.10843898,0.10760629,0.0,0.0,0.035691977,0.101520576,0.0,0.0,0.0,0.0,0.33000165,0.0,0.03271237,0.018734746,0.010098196,0.15538527,0.02028623,0.0347968,0.031223632,0.0,0.0,0.0,0.10653018,0.0,0.0,0.13216843,0.044295464,0.077742696,0.03475118,0.0,0.10096926,0.0,0.0,0.0,0.0,0.0,0.0,0.14761807,0.0,0.0,0.0037379812,0.0,0.0,0.08584524,0.0,0.0,0.10878987,0.038724042,0.09220731,0.0,0.18399346,0.0,0.0,0.0,0.0,0.0,0.1477708,0.16854423,0.050163954,0.0,0.0,0.12762868,0.000603105,0.048429515,0.0,0.07865056,0.0,0.024528932,0.010824317,0.0,0.03859134,0.0,0.0,0.0,0.0,0.17167126,0.11050398,0.0,0.0,0.0,0.0727117,0.0,0.0,0.0,0.0,0.0,0.0,0.09484404,0.0,0.006539412,0.121739894,0.0,0.0,0.11816077,0.0,0.01036813,0.13740186,0.0,0.0,0.132446,0.0,0.0,0.08233676,0.0,0.0,0.0
